Game,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date,Unnamed: 0,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio
Disciples III: Resurrection,10000.0,10000.0,0.0,0.0,0.0,63.0,4.9,2011-10-07,19446,40140,11760,58,3,25,0,0,6.64
Disgaea 2: Cursed Memories,330000.0,90000.0,70000.0,150000.0,20000.0,84.0,6.9,2006-08-29,6829,1542900,366000,793,20,617,1,0,20.36
Disgaea 2: Dark Hero Days,250000.0,100000.0,10000.0,120000.0,20000.0,83.0,8.3,2009-09-08,4699,4038420,261780,14874,18,438,6,0,82.75
Disgaea 3: Absence of Detention,290000.0,110000.0,60000.0,70000.0,40000.0,78.0,8.3,2012-04-17,13665,184500,16440,161,4,23,0,0,53.17
Disgaea 3: Absence of Justice,550000.0,360000.0,30000.0,110000.0,50000.0,78.0,8.2,2008-08-26,10702,418500,43620,269,5,42,0,0,29.61
Disgaea 4: A Promise Unforgotten,160000.0,30000.0,30000.0,80000.0,20000.0,82.0,8.0,2020-12-31,10039,511680,51000,582,9,73,0,0,29.14
Disgaea 5: Alliance of Vengeance,350000.0,150000.0,80000.0,70000.0,50000.0,80.0,8.2,2015-10-06,1832,25649160,3222180,114640,70,6325,47,4,28.84
Disgaea DS,180000.0,110000.0,10000.0,50000.0,10000.0,82.0,7.8,2008-09-23,6385,1840860,61200,6103,8,166,2,0,107.21
Disgaea: Afternoon of Darkness,240000.0,150000.0,20000.0,40000.0,20000.0,87.0,8.8,2007-10-30,5611,2613420,491400,5024,39,1001,4,0,21.52
Disgaea: Hour of Darkness,330000.0,160000.0,130000.0,0.0,40000.0,84.0,8.8,2003-08-27,3579,7404240,1162800,9293,60,2281,11,0,32.0
Dishonored,2230000.0,1330000.0,690000.0,10000.0,200000.0,89.5,8.2,2013-04-16,481,230266740,13091940,441405,209,51807,436,23,81.84
Dishonored 2,3090000.0,1170000.0,1500000.0,10000.0,410000.0,87.3,7.4,2016-11-10,345,379526340,17445360,381873,866,56194,717,30,97.88
Dishonored: Death of the Outsider,470000.0,170000.0,240000.0,0.0,60000.0,83.0,6.6,2017-09-15,1443,37932660,1253640,155921,114,4558,71,1,87.65
Disney Art Academy,200000.0,40000.0,60000.0,100000.0,10000.0,72.0,7.1,2016-05-13,9571,594000,1680,2486,2,7,1,0,805.55
Disney Epic Mickey,3020000.0,2040000.0,630000.0,120000.0,230000.0,73.0,7.3,2010-11-30,8602,803160,59820,866,9,141,0,0,65.91
Disney Epic Mickey 2: The Power of Two,2220000.0,1330000.0,640000.0,10000.0,240000.0,59.8,5.5,2012-11-18,11483,335580,138300,362,13,740,0,0,6.7200000000000015
Disney Golf,170000.0,70000.0,60000.0,20000.0,20000.0,72.0,8.3,2002-10-16,25502,720,180,5,1,1,0,0,4.0
Disney Infinity,4910000.0,3000000.0,1370000.0,0.0,550000.0,77.2,6.1,2013-08-18,13475,195060,36300,418,5,123,0,0,17.27
Disney Princess: Enchanted Journey,1350000.0,1220000.0,30000.0,0.0,100000.0,79.0,4.3,2007-10-30,21018,26460,1740,97,1,11,0,0,15.21
Disney Sing It,2020000.0,1450000.0,380000.0,0.0,180000.0,59.0,5.2,2008-10-21,24204,3780,660,17,1,4,0,0,5.73
Disney Sports Soccer,30000.0,30000.0,10000.0,0.0,0.0,75.0,8.0,2002-11-17,20200,32880,240,344,1,2,0,0,137.0
Disney Universe,2250000.0,1340000.0,650000.0,0.0,240000.0,65.2,6.5,2011-10-25,17656,63420,5640,199,2,24,0,0,20.68
Disney's 102 Dalmatians: Puppies to the Rescue,620000.0,340000.0,230000.0,0.0,40000.0,71.0,7.7,2000-11-08,7408,1225560,112860,8193,10,169,1,0,38.29
Disney's Aladdin,30000.0,20000.0,10000.0,0.0,0.0,59.0,8.2,2004-09-28,2021,21252240,463800,276823,42,1707,39,0,187.55
Disney's Aladdin in Nasira's Revenge,90000.0,50000.0,40000.0,0.0,10000.0,61.0,7.0,2001-03-15,6410,1813560,18480,3478,5,62,3,0,229.51
Disney's Atlantis: The Lost Empire,170000.0,100000.0,70000.0,0.0,10000.0,73.0,8.1,2001-06-14,15362,116700,11040,335,4,34,0,0,31.75
Disney's Chicken Little,650000.0,320000.0,250000.0,0.0,80000.0,60.0,8.8,2005-10-20,6530,1729620,37080,3962,7,165,2,0,148.5
Disney's Donald Duck: Goin' Quackers,270000.0,150000.0,100000.0,0.0,20000.0,66.3,6.1,2002-03-25,7733,1083180,80160,3080,9,239,1,0,58.46
Disney's Extreme Skate Adventure,550000.0,330000.0,160000.0,0.0,40000.0,76.7,8.1,2003-09-03,4758,3938520,49800,120890,16,189,6,0,248.44
Disney's Kim Possible: Revenge of Monkey Fist,510000.0,370000.0,140000.0,0.0,10000.0,62.0,8.0,2002-11-13,25393,840,180,6,1,2,0,0,4.67
Disney's Magical Mirror Starring Mickey Mouse,190000.0,150000.0,40000.0,0.0,10000.0,50.0,7.8,2002-08-13,24511,2580,660,15,1,6,0,0,3.91
Disney's Meet the Robinsons,270000.0,240000.0,0.0,0.0,20000.0,63.5,6.0,2007-03-27,15845,102360,20820,232,3,13,0,0,9.71
Disney's PK: Out of the Shadows,170000.0,100000.0,60000.0,0.0,20000.0,47.5,6.4,2002-11-01,20731,28860,5160,54,2,14,0,0,13.36
Disney's Party,50000.0,40000.0,10000.0,0.0,0.0,39.0,5.7,2003-09-16,20411,31260,720,142,1,4,0,0,43.42
Disney's Stitch: Experiment 626,310000.0,150000.0,120000.0,0.0,40000.0,59.0,7.9,2002-06-19,23950,4860,540,15,1,2,0,0,9.0
Disney's Tarzan Untamed,590000.0,340000.0,200000.0,0.0,50000.0,60.0,7.2,2001-11-14,7841,1041240,6840,6886,4,24,1,0,315.7
Disney's Treasure Planet,280000.0,200000.0,70000.0,0.0,10000.0,68.0,7.0,2002-10-31,14693,139440,13920,302,3,33,0,0,18.82
Dissidia Final Fantasy NT,460000.0,190000.0,60000.0,160000.0,50000.0,67.0,7.4,2018-01-30,1686,29451120,5311140,11993,122,9597,55,9,10.99
Divinity II: Ego Draconis,310000.0,190000.0,90000.0,0.0,30000.0,67.0,7.2,2010-01-05,7071,1404060,202320,821,9,403,1,0,19.42
Divinity II: Flames of Vengeance,30000.0,0.0,20000.0,0.0,0.0,72.0,7.9,2010-07-30,13672,184140,41340,427,6,83,0,0,11.53
Divinity II: The Dragon Knight Saga,130000.0,110000.0,20000.0,0.0,10000.0,72.0,7.8,2011-04-12,7546,1162440,133680,1186,9,231,0,0,38.1
Divinity: Original Sin II,160000.0,70000.0,80000.0,0.0,20000.0,92.0,7.8,2018-08-31,216,715269000,37787700,102228,596,55298,1359,70,109.15
DmC Devil May Cry,1260000.0,510000.0,420000.0,200000.0,140000.0,85.5,5.4,2013-01-15,1429,38719080,3305040,35676,66,14378,71,5,58.59
DmC Devil May Cry: Definitive Edition,460000.0,210000.0,170000.0,0.0,60000.0,84.5,7.8,2015-03-10,4425,4682760,966600,11659,21,7689,8,0,13.94
Dog's Life,420000.0,210000.0,160000.0,0.0,50000.0,64.0,3.3,2004-09-14,3477,7806960,58440,114739,14,166,13,0,348.04
Dogz,1190000.0,950000.0,180000.0,0.0,50000.0,64.5,7.0,2005-11-17,8314,884700,4800,8273,3,25,1,0,548.16
Dokapon Journey,50000.0,50000.0,0.0,0.0,0.0,60.0,7.3,2009-04-14,13113,214620,1680,1803,1,8,0,0,127.75
Dokapon Kingdom,240000.0,170000.0,40000.0,20000.0,20000.0,67.0,7.3,2008-10-14,2574,13721700,457680,11450,20,683,24,0,164.83
Doki-Doki Universe,10000.0,0.0,10000.0,0.0,0.0,66.0,5.5,2013-12-10,18775,47460,1500,399,1,62,0,0,31.64
Don Bradman Cricket 14,10000.0,0.0,10000.0,0.0,0.0,73.0,7.0,2014-04-03,11732,312360,38820,2402,4,107,0,0,17.3
Don't Knock Twice,30000.0,20000.0,0.0,0.0,10000.0,56.0,6.3,2018-02-27,2182,18399960,404220,50298,30,2671,34,0,145.45
Don't Starve,50000.0,40000.0,0.0,0.0,10000.0,78.0,7.1,2018-04-17,508,212720700,15432000,39678,154,48738,403,27,67.69
Donkey Konga 2,390000.0,300000.0,80000.0,0.0,10000.0,69.0,6.4,2005-05-09,8222,912660,9540,10801,3,67,0,0,261.87
Doom,140000.0,100000.0,40000.0,0.0,0.0,81.0,9.1,2001-10-28,212,727376100,53072100,423478,1960,201875,1379,100,49.65000000000001
Doom 3,1340000.0,850000.0,430000.0,0.0,60000.0,88.0,8.0,2005-04-03,1208,52402500,2873520,78027,62,10264,98,3,88.27
Doom 3: Resurrection of Evil,710000.0,530000.0,150000.0,0.0,30000.0,77.0,9.1,2005-10-05,5441,2827740,178680,10986,11,668,3,0,60.290000000000006
Double Dragon Advance,50000.0,30000.0,10000.0,0.0,0.0,75.0,8.4,2003-11-14,16543,84600,2700,826,2,15,0,0,71.99000000000002
Downforce,50000.0,30000.0,20000.0,0.0,10000.0,69.0,7.8,2002-06-14,21975,18360,660,150,1,4,0,0,27.82
Downhill Domination,470000.0,230000.0,180000.0,0.0,60000.0,79.0,8.4,2003-07-23,16255,91080,9900,553,2,67,0,0,19.78
Dragon Age II,2580000.0,1350000.0,880000.0,60000.0,290000.0,81.0,4.5,2011-03-08,2364,15852600,2622120,5660,35,3494,29,2,30.67
Dragon Age: Inquisition,4640000.0,2440000.0,1520000.0,80000.0,590000.0,82.5,6.3,2014-11-18,867,93633120,24410340,15911,163,50706,176,45,15.81
Dragon Age: Origins,2170000.0,960000.0,880000.0,80000.0,250000.0,89.0,8.4,2009-11-03,768,113853000,11188020,229379,104,19457,213,19,59.21
Dragon Ball FighterZ,960000.0,590000.0,220000.0,70000.0,80000.0,86.5,7.6,2018-01-26,106,1807509060,50400180,411252,2333,112630,3437,94,213.08
Dragon Ball GT: Transformation,280000.0,200000.0,80000.0,0.0,10000.0,69.0,7.7,2005-08-09,13786,179160,5460,445,6,22,0,0,57.92
Dragon Ball Z for Kinect,10000.0,10000.0,0.0,0.0,0.0,49.0,2.2,2012-10-09,16968,76080,1320,475,2,10,0,0,57.64
Dragon Ball Z: Attack of the Saiyans,360000.0,120000.0,20000.0,210000.0,10000.0,73.0,8.1,2009-11-10,8674,784920,51180,3904,6,111,1,0,63.44
Dragon Ball Z: Budokai,690000.0,530000.0,140000.0,0.0,20000.0,65.0,6.8,2003-10-28,5580,2656260,96480,14251,10,429,3,0,100.73
Dragon Ball Z: Budokai 2,270000.0,210000.0,60000.0,0.0,10000.0,66.0,6.5,2004-12-15,10272,477480,89220,930,9,405,0,0,23.130000000000006
Dragon Ball Z: Budokai Tenkaichi 2,290000.0,240000.0,30000.0,0.0,20000.0,72.0,8.5,2006-11-15,11236,359280,84600,2649,6,261,0,0,12.49
Dragon Ball Z: Budokai Tenkaichi 3,1030000.0,320000.0,360000.0,260000.0,80000.0,72.0,8.5,2007-12-03,2736,12255180,666660,7350,18,2861,22,0,64.05000000000001
Dragon Ball Z: Burst Limit,1340000.0,460000.0,520000.0,210000.0,170000.0,71.5,7.6,2008-06-10,12594,245760,14100,1878,3,72,0,0,54.39
Dragon Ball Z: Buu's Fury,610000.0,440000.0,160000.0,0.0,10000.0,62.0,8.5,2004-09-14,9738,563460,112560,939,14,243,0,0,20.42
Dragon Ball Z: Collectible Card Game,460000.0,330000.0,120000.0,0.0,10000.0,62.0,6.4,2002-05-29,5368,2918460,105300,8692,10,138,4,0,123.66
Dragon Ball Z: Harukanaru Densetsu,200000.0,190000.0,0.0,0.0,20000.0,57.0,6.7,2007-06-05,22739,12780,480,113,1,3,0,0,26.63
Dragon Ball Z: Infinite World,360000.0,80000.0,60000.0,210000.0,20000.0,48.0,8.0,2008-11-04,6465,1771260,43800,3471,7,214,2,0,125.81
Dragon Ball Z: Sagas,910000.0,720000.0,100000.0,0.0,80000.0,49.3,6.5,2005-03-22,10040,511500,49500,1118,9,182,0,0,39.88
Dragon Ball Z: Shin Budokai,540000.0,260000.0,80000.0,130000.0,70000.0,70.0,8.1,2006-03-07,20172,33060,11520,132,2,52,0,0,6.12
Dragon Ball Z: Supersonic Warriors,510000.0,360000.0,130000.0,0.0,10000.0,73.0,7.1,2004-06-22,20037,34200,4800,153,4,21,0,0,7.12
Dragon Ball Z: Supersonic Warriors 2,490000.0,130000.0,20000.0,320000.0,20000.0,66.0,7.5,2005-11-20,23746,6120,420,34,1,1,0,0,14.57
Dragon Ball Z: Tenkaichi Tag Team,270000.0,110000.0,40000.0,90000.0,30000.0,63.0,8.6,2010-10-19,17809,60840,6900,117,2,32,0,0,16.3
Dragon Ball Z: The Legacy of Goku II,1090000.0,780000.0,290000.0,0.0,20000.0,75.0,8.5,2003-06-17,12303,265920,57060,445,6,165,0,0,13.56
Dragon Ball Z: Ultimate Tenkaichi,1160000.0,660000.0,280000.0,100000.0,120000.0,56.5,5.6,2011-10-25,14991,128700,4920,1711,3,28,0,0,50.03
Dragon Ball: Advanced Adventure,40000.0,30000.0,10000.0,0.0,0.0,75.0,8.4,2006-06-06,8096,957600,96840,3236,15,284,0,0,38.89
Dragon Ball: Origins,120000.0,80000.0,30000.0,0.0,10000.0,78.0,7.9,2008-11-04,19307,41580,1980,306,2,9,0,0,39.81
Dragon Ball: Raging Blast,1280000.0,730000.0,270000.0,130000.0,140000.0,56.5,7.6,2009-11-10,16781,79560,5040,200,1,23,0,0,15.79
Dragon Ball: Raging Blast 2,1470000.0,920000.0,280000.0,120000.0,150000.0,58.5,7.7,2010-11-02,7819,1051440,41400,5279,7,128,1,0,115.25
Dragon Ball: Revenge of King Piccolo,200000.0,120000.0,30000.0,30000.0,20000.0,65.0,7.5,2009-10-20,16799,79260,15600,103,6,26,0,0,10.11
Dragon Blade: Wrath of Fire,180000.0,170000.0,0.0,0.0,10000.0,51.0,7.5,2007-09-25,20094,33780,780,310,2,5,0,0,92.9
Dragon Quest Builders 2,290000.0,0.0,0.0,290000.0,0.0,85.5,8.0,2019-07-12,644,155789760,5378580,17206,196,5015,295,9,51.63
Dragon Quest Heroes: Rocket Slime,440000.0,130000.0,0.0,310000.0,10000.0,83.0,7.7,2006-09-19,7447,1205340,61680,1804,8,135,1,0,93.75
Dragon Quest VIII: Journey of the Cursed King,1150000.0,140000.0,110000.0,880000.0,20000.0,85.0,8.5,2017-01-20,1159,56714400,2161140,22668,36,2187,104,1,127.38
Dragon Rage,60000.0,30000.0,20000.0,0.0,10000.0,50.0,6.3,2001-11-27,13841,176580,5040,2627,5,42,0,0,109.77
Dragon Valor,70000.0,40000.0,30000.0,0.0,0.0,57.0,8.3,2000-10-16,15871,101520,33540,76,5,77,0,0,8.620000000000001
Dragon's Crown,890000.0,410000.0,100000.0,290000.0,90000.0,79.5,8.4,2013-08-06,3203,9214200,539400,10087,43,1354,16,0,66.15
Dragon's Dogma,2550000.0,830000.0,720000.0,790000.0,220000.0,76.5,8.2,2012-05-22,4252,5094120,145260,4903,15,524,8,0,97.74
Dragon's Dogma: Dark Arisen,40000.0,40000.0,0.0,0.0,0.0,80.0,7.7,2017-10-03,316,416057700,22249500,125304,1351,42356,2647,82,120.20999999999998
Drakan: The Ancients' Gates,260000.0,130000.0,100000.0,0.0,30000.0,78.0,8.6,2002-01-28,11976,290400,34140,243,5,64,0,0,26.29
Drake of the 99 Dragons,70000.0,50000.0,10000.0,0.0,0.0,22.0,1.7,2003-11-03,13897,173820,16680,539,5,48,0,0,29.34
Drakengard,650000.0,190000.0,150000.0,260000.0,50000.0,63.0,8.2,2004-03-02,6345,1870200,240300,1741,11,476,1,0,32.1
Drakengard 2,130000.0,60000.0,50000.0,0.0,20000.0,58.0,6.8,2006-02-14,10217,487140,59640,433,5,72,0,0,23.52
Drakengard 3,320000.0,110000.0,0.0,190000.0,20000.0,61.0,8.1,2014-05-20,4996,3514980,392160,2187,14,502,4,0,34.72
Drawn to Life,780000.0,710000.0,10000.0,0.0,60000.0,73.0,7.9,2007-09-10,15194,122280,21960,825,6,67,0,0,15.0
Drawn to Life: The Next Chapter,1400000.0,720000.0,530000.0,0.0,140000.0,65.0,6.9,2009-10-27,22581,13980,4620,14,1,4,0,0,3.03
DreamWorks Super Star Kartz,250000.0,140000.0,70000.0,0.0,30000.0,71.5,7.0,2011-11-15,22953,11400,240,142,1,2,0,0,47.5
Dreamcast Collection,240000.0,160000.0,60000.0,0.0,20000.0,53.0,5.1,2011-02-22,3014,10289280,47700,18640,9,161,18,0,661.05
Dreamfall: The Longest Journey,40000.0,30000.0,10000.0,0.0,0.0,73.0,8.4,2006-04-18,5756,2431260,311160,1466,13,538,2,0,32.24
Drill Dozer,50000.0,40000.0,10000.0,0.0,0.0,81.0,8.8,2006-02-06,9203,664800,45960,2808,9,136,0,0,63.86
Driv3r,2020000.0,980000.0,860000.0,0.0,190000.0,63.0,5.7,2004-06-21,11970,290880,50220,624,9,169,0,0,21.98
Driver,6270000.0,3110000.0,2800000.0,20000.0,330000.0,87.0,8.0,1999-06-30,4625,4210080,110700,30896,15,421,6,0,165.88
Driver: Parallel Lines,280000.0,120000.0,100000.0,30000.0,30000.0,69.0,7.2,2006-03-14,6260,1938480,64200,7445,9,225,2,0,116.5
Driver: San Francisco,2010000.0,610000.0,1090000.0,10000.0,290000.0,75.8,7.2,2011-09-06,5056,3398100,202020,14033,11,889,4,0,65.33
Drome Racers,30000.0,20000.0,10000.0,0.0,0.0,54.0,6.6,2003-09-16,11653,319380,2100,2318,1,12,0,0,152.09
Drone Tactics,20000.0,10000.0,0.0,0.0,0.0,74.0,7.4,2008-05-12,22461,14940,1020,139,1,3,0,0,14.65
DuckTales: Remastered,160000.0,100000.0,40000.0,0.0,20000.0,73.7,7.5,2013-11-12,3380,8381880,772560,9745,37,4146,14,0,53.4
Duke Nukem 3D: 20th Anniversary World Tour,180000.0,150000.0,0.0,0.0,30000.0,73.5,7.0,2016-10-18,2836,11534400,823080,57480,143,3694,19,0,72.03999999999998
Duke Nukem Advance,10000.0,0.0,0.0,0.0,0.0,81.0,8.3,2002-08-12,17035,74880,3240,774,4,15,0,0,117.8
Duke Nukem Forever,1590000.0,850000.0,560000.0,0.0,180000.0,50.0,4.7,2011-06-14,2080,20291700,649140,31177,24,2582,36,0,156.03
Dungeon Keeper 2,50000.0,0.0,50000.0,0.0,10000.0,78.0,8.8,1999-06-30,4855,3763440,244800,7605,12,630,5,0,61.3
Dungeon Maker: Hunting Ground,30000.0,30000.0,0.0,0.0,0.0,70.0,6.4,2007-06-19,20752,28680,1980,247,1,11,0,0,14.48
Dungeon Siege II,20000.0,0.0,20000.0,0.0,0.0,80.0,7.8,2005-08-16,6404,1818240,184620,2438,11,361,1,0,35.25
Dungeon Siege II: Broken World,10000.0,10000.0,0.0,0.0,0.0,62.0,6.9,2006-08-01,13020,220020,30660,625,5,87,0,0,20.1
Dungeon Siege III,760000.0,380000.0,250000.0,40000.0,90000.0,71.5,6.1,2011-06-21,9268,649740,166980,615,8,510,0,0,11.6
Dungeons,90000.0,70000.0,20000.0,0.0,10000.0,65.0,4.6,2011-02-10,7377,1239180,53520,4099,7,189,1,0,79.24
Dungeons 3,20000.0,20000.0,0.0,0.0,0.0,72.0,7.4,2017-10-17,2349,15979740,1095180,47283,48,3012,29,0,51.040000000000006
Dying Light,3920000.0,2190000.0,1050000.0,140000.0,540000.0,74.0,7.8,2015-01-27,215,717452040,83946420,254845,1368,294697,1361,157,44.36
Dynasty Tactics 2,110000.0,50000.0,40000.0,0.0,10000.0,78.0,8.1,2003-09-23,19929,35160,6000,12,1,5,0,0,5.86
Dynasty Warriors,510000.0,180000.0,0.0,300000.0,20000.0,62.0,7.3,2005-03-17,7963,996120,33060,13304,3,21,1,0,321.22
Dynasty Warriors 2,830000.0,240000.0,190000.0,340000.0,60000.0,75.0,8.7,2000-10-25,11270,355500,2220,5863,1,7,0,0,160.14
Dynasty Warriors 3,80000.0,60000.0,20000.0,0.0,0.0,70.0,8.7,2002-09-24,15105,125340,59100,123,6,107,0,0,6.55
Dynasty Warriors 3: Xtreme Legends,1000000.0,130000.0,100000.0,740000.0,30000.0,72.0,8.5,2003-01-11,11383,344400,27480,1910,4,22,0,0,250.39
Dynasty Warriors 4,160000.0,120000.0,30000.0,0.0,10000.0,75.0,8.8,2003-09-05,12434,256200,48900,1080,6,149,0,0,15.44
Dynasty Warriors 4: Xtreme Legends,860000.0,170000.0,130000.0,510000.0,40000.0,72.0,8.3,2003-11-04,24358,3000,600,10,1,3,0,0,5.0
Dynasty Warriors 5,50000.0,40000.0,10000.0,0.0,0.0,66.0,8.0,2005-09-13,16519,85140,26460,65,4,70,0,0,9.79
Dynasty Warriors 5: Xtreme Legends,570000.0,110000.0,80000.0,350000.0,30000.0,57.0,8.2,2005-11-16,21007,26520,5040,21,1,10,0,0,5.26
Dynasty Warriors 6,1260000.0,450000.0,220000.0,470000.0,90000.0,54.0,6.7,2008-02-19,16338,89100,36120,87,4,86,0,0,7.579999999999999
Dynasty Warriors 7,1150000.0,410000.0,200000.0,460000.0,80000.0,57.5,7.7,2011-03-29,13969,171000,38160,785,5,73,0,0,24.57
Dynasty Warriors 7: Empires,140000.0,0.0,0.0,140000.0,0.0,63.0,8.0,2012-11-08,6070,2107980,6360,2758,2,12,4,0,331.44
Dynasty Warriors 7: Xtreme Legends,260000.0,40000.0,50000.0,160000.0,10000.0,64.0,7.6,2011-11-15,15265,119880,39900,118,8,142,0,0,11.46
Dynasty Warriors 8,610000.0,120000.0,110000.0,340000.0,50000.0,68.0,8.1,2013-07-16,5587,2649780,81420,6532,21,280,4,0,81.45
Dynasty Warriors 8: Empires,310000.0,110000.0,90000.0,70000.0,40000.0,63.7,7.0,2015-01-24,8715,773100,434400,482,12,1357,0,0,5.3
Dynasty Warriors 8: Xtreme Legends,160000.0,20000.0,20000.0,110000.0,10000.0,68.0,7.0,2014-03-25,3798,6491940,808620,3628,21,1906,10,0,27.629999999999995
Dynasty Warriors 9,450000.0,160000.0,70000.0,170000.0,40000.0,60.5,4.0,2018-02-13,2369,15810180,1930380,12763,136,3648,29,2,13.45
Dynasty Warriors Advance,110000.0,80000.0,30000.0,0.0,0.0,56.0,8.5,2005-08-29,24109,4080,720,12,1,3,0,0,5.67
Dynasty Warriors Next,260000.0,50000.0,70000.0,110000.0,30000.0,67.0,7.5,2012-02-22,12590,246180,120,4200,1,1,0,0,2051.5
Dynasty Warriors: Gundam 2,1020000.0,200000.0,130000.0,650000.0,50000.0,51.7,6.7,2009-04-21,20678,29280,22620,30,2,55,0,0,3.57
Dynasty Warriors: Gundam 3,720000.0,220000.0,80000.0,380000.0,30000.0,61.5,7.7,2011-06-28,19554,38880,20880,52,3,38,0,0,4.79
Déraciné,100000.0,70000.0,0.0,10000.0,20000.0,68.0,7.7,2018-11-06,6825,1546380,20940,1991,6,242,2,0,120.67
E.T. The Extra-Terrestrial,10000.0,10000.0,0.0,0.0,0.0,46.0,1.9,2001-12-14,13039,219180,15900,1512,3,94,0,0,38.1
EA Sports MMA,720000.0,390000.0,230000.0,10000.0,90000.0,78.0,7.4,2010-10-19,10483,447660,8220,1874,10,71,0,0,106.86
EA Sports UFC,1590000.0,790000.0,560000.0,10000.0,220000.0,70.0,6.2,2014-06-17,2163,18651120,1804680,59920,85,21668,33,2,264.6
EA Sports UFC 2,610000.0,360000.0,190000.0,0.0,60000.0,76.0,5.6,2016-03-15,381,317961000,23706480,111417,353,80501,602,43,36.67
EA Sports UFC 3,1410000.0,700000.0,510000.0,10000.0,200000.0,76.0,4.5,2018-02-02,399,290982480,5177640,246392,117,38353,553,9,112.58
ECW Anarchy Rulz,110000.0,60000.0,40000.0,0.0,10000.0,43.0,6.3,2000-08-18,13019,220080,840,3019,2,7,0,0,460.1
ESPN NFL 2K5,2620000.0,2150000.0,120000.0,0.0,360000.0,90.0,8.3,2004-07-20,13662,184680,55860,223,7,137,0,0,12.96
ESPN NFL Football,560000.0,270000.0,210000.0,0.0,70000.0,91.0,8.5,2003-09-03,8630,796380,23700,2265,16,118,0,0,70.10000000000001
EVE Online,200000.0,0.0,190000.0,0.0,10000.0,69.0,7.4,2003-05-06,180,892389000,32624760,59813,251,25313,1696,60,112.55
Eagle Flight,200000.0,90000.0,80000.0,0.0,30000.0,73.0,6.9,2016-11-08,7143,1368540,93480,7348,14,558,1,0,57.96
Earth Defense Force 2017,80000.0,40000.0,10000.0,30000.0,0.0,69.0,7.6,2007-03-20,12286,267120,51960,813,8,239,0,0,18.79
Earth Defense Force 2017 Portable,60000.0,0.0,0.0,60000.0,0.0,68.0,7.6,2013-02-05,18233,54480,300,492,1,1,0,0,181.6
Earth Defense Force 2025,360000.0,40000.0,30000.0,270000.0,10000.0,69.0,7.4,2014-02-18,11058,375600,139140,205,11,345,0,0,11.260000000000002
Earth Defense Force 4.1: The Shadow of New Despair,110000.0,0.0,0.0,110000.0,0.0,64.0,7.4,2015-12-08,1239,50131260,4065960,62414,86,13635,93,5,59.15000000000001
Earth Defense Force: Insect Armageddon,390000.0,160000.0,80000.0,110000.0,30000.0,65.5,7.8,2011-07-05,8177,928500,81420,4433,11,338,0,0,47.61
Earth's Dawn,20000.0,20000.0,0.0,0.0,0.0,68.0,6.8,2016-11-01,12045,285180,69120,477,9,235,0,0,12.489999999999998
Earthfall,70000.0,60000.0,0.0,0.0,10000.0,55.0,5.6,2018-07-13,1658,30202320,786300,57099,85,3960,56,1,113.56
Earthworm Jim,290000.0,200000.0,80000.0,0.0,10000.0,72.0,6.3,2001-06-10,3155,9495840,215220,17721,16,1083,17,0,179.1
Earthworm Jim 2,30000.0,20000.0,10000.0,0.0,0.0,45.0,6.0,2002-05-31,3359,8463000,73980,134257,20,359,15,0,520.3499999999998
Eat Lead: The Return of Matt Hazard,250000.0,190000.0,30000.0,0.0,20000.0,52.0,6.6,2009-02-26,18622,49440,5700,153,3,19,0,0,15.83
Ecco the Dolphin: Defender of the Future,140000.0,70000.0,50000.0,0.0,20000.0,71.0,8.6,2002-03-03,14446,149400,26820,316,5,68,0,0,16.99
"Ed, Edd n Eddy: The Mis-Edventures",680000.0,550000.0,70000.0,0.0,70000.0,53.7,7.8,2005-11-03,3954,5895060,84060,88644,12,241,10,0,162.55
Egg Mania: Eggstreme Madness,10000.0,10000.0,0.0,0.0,0.0,64.0,8.0,2002-09-11,10797,407820,6300,3233,4,18,0,0,130.56
El Shaddai: Ascension of the Metatron,440000.0,180000.0,120000.0,110000.0,40000.0,76.5,7.3,2011-08-16,7153,1360680,27660,2012,4,75,2,0,189.93
Elebits,320000.0,220000.0,10000.0,80000.0,20000.0,75.0,7.5,2006-12-12,8503,830160,15600,4496,4,43,1,0,165.45
Elite Beat Agents,370000.0,300000.0,30000.0,0.0,30000.0,87.0,8.5,2006-11-06,2689,12593760,25500,18438,7,123,22,0,1368.14
Elven Legacy,40000.0,40000.0,0.0,0.0,0.0,71.0,7.1,2009-04-07,23428,9060,1380,15,1,3,0,0,6.57
Emperor: Rise of the Middle Kingdom,10000.0,0.0,10000.0,0.0,0.0,77.0,7.8,2002-09-09,8598,804240,67260,993,6,124,0,0,43.96
Enchanted Arms,390000.0,330000.0,30000.0,0.0,30000.0,66.5,6.7,2007-04-03,10011,516660,57780,255,6,81,0,0,36.290000000000006
Enclave,140000.0,110000.0,30000.0,0.0,10000.0,66.0,7.7,2002-07-29,4231,5136840,199560,46779,13,738,7,0,129.48
Endless Ocean,1060000.0,430000.0,460000.0,90000.0,90000.0,72.0,8.2,2008-01-21,22712,12900,2760,19,1,11,0,0,4.67
Endless Ocean: Blue World,870000.0,460000.0,220000.0,120000.0,60000.0,76.0,8.7,2010-02-22,19335,41340,9180,56,2,23,0,0,9.6
