,game,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
1518,final fantasy fables: chocobo's dungeon,837360,93780,566,11,100,0,0,39.46,210000.0,90000.0,0.0,110000.0,10000.0,76.0,8.0,2008-07-08
1519,devil's third,835920,50460,3389,4,140,1,0,50.55,50000.0,30000.0,20000.0,0.0,0.0,43.0,6.7,2015-12-11
1520,ufc undisputed 2010,835620,17340,6009,11,109,0,0,204.57,2950000.0,1810000.0,780000.0,20000.0,340000.0,81.0,7.0,2010-05-25
1521,elebits,830160,15600,4496,4,43,1,0,165.45,320000.0,220000.0,10000.0,80000.0,20000.0,75.0,7.5,2006-12-12
1522,soulcalibur legends,829140,4320,6876,3,13,1,0,256.82,180000.0,160000.0,10000.0,0.0,10000.0,52.0,5.7,2007-11-20
1523,dead alliance,822240,94980,2916,17,566,1,0,12.81,40000.0,30000.0,0.0,0.0,0.0,43.0,3.4,2017-08-29
1524,nobunaga's ambition: taishi,819720,72120,1832,6,83,0,0,24.4,60000.0,10000.0,0.0,50000.0,0.0,70.0,5.3,2018-06-05
1525,icewind dale ii,818820,114360,5950,8,107,0,0,27.37,10000.0,0.0,10000.0,0.0,0.0,83.0,8.3,2002-09-04
1526,csi: deadly intent,814200,6120,3823,2,17,1,0,445.3,480000.0,220000.0,210000.0,0.0,50000.0,61.0,5.4,2009-10-27
1527,medal of honor: frontline,813900,66300,2296,8,198,1,0,49.43,7420000.0,3390000.0,2870000.0,170000.0,1010000.0,84.0,8.0,2002-05-28
1528,emperor: rise of the middle kingdom,804240,67260,993,6,124,0,0,43.96,10000.0,0.0,10000.0,0.0,0.0,77.0,7.8,2002-09-09
1529,disney epic mickey,803160,59820,866,9,141,0,0,65.91,3020000.0,2040000.0,630000.0,120000.0,230000.0,73.0,7.3,2010-11-30
1530,haze,802740,6240,2848,2,16,1,0,310.51,990000.0,490000.0,330000.0,20000.0,150000.0,55.0,6.4,2008-05-20
1531,wwe '13,802320,41520,5260,6,82,0,0,58.55,2770000.0,1340000.0,1080000.0,0.0,340000.0,76.0,7.5,2012-10-30
1532,leisure suit larry: magna cum laude,800400,51300,804,8,170,0,0,52.03,510000.0,290000.0,170000.0,0.0,50000.0,61.0,6.5,2004-10-05
1533,espn nfl football,796380,23700,2265,16,118,0,0,70.10000000000001,560000.0,270000.0,210000.0,0.0,70000.0,91.0,8.5,2003-09-03
1534,f1 2013,793020,119400,2329,10,506,0,0,28.14,880000.0,20000.0,750000.0,30000.0,100000.0,78.0,6.6,2013-10-08
1535,voodoo vince,789780,137820,1389,12,389,0,0,16.259999999999998,120000.0,90000.0,30000.0,0.0,0.0,73.0,8.1,2003-09-23
1536,crackdown,786840,214740,851,14,1075,0,0,21.71,1750000.0,1000000.0,530000.0,30000.0,180000.0,83.0,7.9,2007-02-20
1537,midnight club 3: dub edition remix,786000,101700,945,7,380,0,0,27.61,1360000.0,1120000.0,80000.0,0.0,170000.0,86.0,7.0,2006-03-13
1538,dragon ball z: attack of the saiyans,784920,51180,3904,6,111,1,0,63.44,360000.0,120000.0,20000.0,210000.0,10000.0,73.0,8.1,2009-11-10
1539,megadimension neptunia viir,777540,265620,221,11,453,1,0,5.66,40000.0,10000.0,0.0,30000.0,0.0,71.0,6.7,2018-05-08
1540,oddworld: munch's oddysee,775440,128460,1012,9,420,0,0,23.32,790000.0,580000.0,180000.0,0.0,30000.0,62.0,5.9,2001-11-06
1541,shin megami tensei: devil summoner 2 - raidou kuzunoha vs. king abaddon,774840,83580,323,9,84,0,0,31.34,130000.0,70000.0,50000.0,0.0,20000.0,79.0,2.8,2009-05-12
1542,dynasty warriors 8: empires,773100,434400,482,12,1357,0,0,5.3,310000.0,110000.0,90000.0,70000.0,40000.0,63.7,7.0,2015-01-24
1543,mario party: the top 100,771480,25200,1700,10,94,0,0,142.95,690000.0,230000.0,170000.0,240000.0,40000.0,59.0,6.6,2017-11-10
1544,shadow of rome,771180,40380,4967,5,98,0,0,67.62,270000.0,130000.0,100000.0,0.0,30000.0,75.0,8.5,2005-02-08
1545,shining soul ii,770100,51060,1126,6,103,1,0,53.52000000000001,80000.0,60000.0,20000.0,0.0,0.0,74.0,8.3,2004-04-20
1546,metal max xeno,768420,128700,633,18,185,1,0,11.99,50000.0,20000.0,0.0,30000.0,0.0,61.0,5.9,2018-09-25
1547,mugen souls,767160,58740,6203,6,136,0,0,49.11,160000.0,40000.0,30000.0,80000.0,10000.0,55.0,7.2,2012-09-30
1548,carmageddon: max damage,765000,228600,2774,12,1252,0,0,15.000000000000002,50000.0,40000.0,10000.0,0.0,0.0,51.5,6.4,2017-01-01
1549,beatmania,764160,32640,1004,8,124,1,0,74.62,70000.0,30000.0,30000.0,0.0,10000.0,67.0,8.6,2006-03-28
1550,lunar legend,759660,23340,2738,7,36,0,0,98.09,190000.0,140000.0,50000.0,0.0,0.0,79.0,7.8,2002-12-08
1551,mega man powered up,759240,60240,2656,8,211,0,0,49.91,140000.0,120000.0,10000.0,0.0,20000.0,82.0,8.4,2006-03-14
1552,dead rising: chop till you drop,757380,10680,6226,3,27,0,0,210.06,290000.0,150000.0,70000.0,50000.0,20000.0,61.0,6.4,2009-02-24
1553,freedom wars,752700,126300,628,8,125,0,0,23.54,660000.0,150000.0,100000.0,320000.0,80000.0,73.0,8.3,2014-10-28
1554,bomberman generation,751920,50700,3080,7,169,0,0,56.53,250000.0,150000.0,40000.0,60000.0,10000.0,81.0,8.3,2002-06-03
1555,gundam battle assault,751680,7380,10781,2,30,1,0,194.06,230000.0,130000.0,90000.0,0.0,20000.0,61.0,7.2,2000-11-06
1556,magic pengel: the quest for color,751200,24120,2087,6,69,0,0,139.06,70000.0,40000.0,30000.0,0.0,10000.0,74.0,7.5,2003-06-26
1557,microsoft flight simulator 2004: a century of flight,748680,115020,160,4,64,0,0,13.04,70000.0,0.0,60000.0,0.0,10000.0,88.0,7.8,2003-07-29
1558,extermination,747900,57780,1355,8,121,0,0,50.53,550000.0,210000.0,160000.0,120000.0,50000.0,67.0,7.8,2001-07-23
1559,tim burton's the nightmare before christmas: oogie's revenge,747540,65040,2291,13,163,0,0,44.58,430000.0,230000.0,150000.0,0.0,40000.0,65.0,8.0,2005-10-10
1560,azure striker gunvolt: striker pack,746820,107700,629,9,269,0,0,20.9,60000.0,30000.0,10000.0,10000.0,0.0,82.0,7.8,2017-11-21
1561,the incredible hulk,744060,11760,5764,6,57,1,0,142.23,1210000.0,1040000.0,60000.0,0.0,110000.0,51.5,6.2,2008-06-05
1562,wii sports club,738240,30060,3406,8,142,0,0,95.36,380000.0,170000.0,140000.0,40000.0,30000.0,68.0,7.0,2014-07-25
1563,breakdown,737640,47760,6743,9,149,1,0,163.12,120000.0,90000.0,30000.0,0.0,0.0,71.0,8.3,2004-03-16
1564,over the hedge,732720,25080,8954,8,112,0,0,102.15,1170000.0,960000.0,100000.0,0.0,100000.0,63.3,7.5,2006-05-05
1565,rogue trooper redux,727260,47940,1331,10,203,1,0,30.38,40000.0,30000.0,0.0,0.0,0.0,60.0,6.6,2017-10-17
1566,evil dead: regeneration,726900,42840,2483,8,161,1,0,75.12,290000.0,160000.0,100000.0,0.0,30000.0,67.0,7.8,2005-09-13
1567,jake hunter detective story: ghost of the dusk,725220,2040,2670,1,8,1,0,355.5,50000.0,30000.0,0.0,10000.0,0.0,65.0,6.9,2018-09-28
1568,scene it? box office smash,723000,1200,6407,2,6,0,0,1210.42,650000.0,330000.0,250000.0,0.0,70000.0,76.0,7.4,2008-10-28
1569,nba street vol. 2,719820,69840,1742,9,354,0,0,38.49,2490000.0,2100000.0,310000.0,0.0,70000.0,89.0,8.3,2003-04-28
1570,serious sam,718740,89760,3929,7,370,0,0,29.18,150000.0,110000.0,30000.0,0.0,10000.0,75.0,8.1,2002-11-10
1571,nickelodeon kart racers,715500,36060,4676,6,200,1,0,54.46,90000.0,80000.0,0.0,0.0,10000.0,49.0,5.9,2018-10-23
1572,spider-man: the movie,711540,120060,1007,9,295,0,0,23.7,7070000.0,4640000.0,2060000.0,40000.0,320000.0,77.0,7.5,2002-04-15
1573,gurumin: a monstrous adventure,709200,154680,645,9,403,0,0,18.25,10000.0,10000.0,0.0,0.0,0.0,78.0,7.6,2007-02-12
1574,mario golf: advance tour,705000,60120,3585,9,168,0,0,46.46,450000.0,320000.0,120000.0,0.0,10000.0,84.0,8.7,2004-06-22
1575,beowulf: the game,702660,16620,4038,3,15,1,0,88.43,650000.0,580000.0,20000.0,0.0,50000.0,48.7,5.0,2007-11-13
1576,rune factory: a fantasy harvest moon,701940,71940,4084,7,66,1,0,24.950000000000006,530000.0,350000.0,10000.0,140000.0,30000.0,78.0,8.2,2007-08-14
1577,nhl 09,701520,361020,1740,14,491,0,0,9.67,670000.0,520000.0,90000.0,0.0,60000.0,79.7,6.8,2008-09-09
1578,hatsune miku: project mirai dx,701280,70140,674,9,203,0,0,37.12000000000001,380000.0,200000.0,40000.0,110000.0,30000.0,80.0,8.1,2015-09-08
1579,wild arms 4,698640,79620,828,7,56,0,0,33.37,140000.0,70000.0,60000.0,0.0,20000.0,69.0,7.0,2006-01-10
1580,predator: concrete jungle,697560,3000,6490,2,12,1,0,232.52,300000.0,170000.0,90000.0,0.0,30000.0,46.5,8.2,2005-04-26
1581,midnight club: los angeles,695520,79860,477,11,314,1,0,26.72,4900000.0,3310000.0,990000.0,60000.0,550000.0,81.5,8.4,2008-10-20
1582,all-star fruit racing,695460,39000,5839,4,96,1,0,17.83,40000.0,40000.0,0.0,0.0,10000.0,61.5,4.6,2018-08-21
1583,frogger's adventures 2: the lost wand,693240,4980,5050,3,15,1,0,302.21,190000.0,140000.0,50000.0,0.0,0.0,75.0,7.4,2002-11-05
1584,fifa soccer 08,689940,7740,13357,4,54,1,0,322.35,9470000.0,1960000.0,3960000.0,40000.0,3530000.0,77.8,7.1,2007-10-09
1585,grandia xtreme,688860,27900,1285,5,37,1,0,112.89,380000.0,70000.0,50000.0,250000.0,20000.0,68.0,7.1,2002-09-30
1586,rune factory 3: a fantasy harvest moon,688260,90420,734,8,131,0,0,26.06,410000.0,260000.0,30000.0,100000.0,20000.0,77.0,8.3,2010-11-09
1587,tom clancy's ghost recon: future soldier,687900,181500,445,11,746,0,0,11.32,2610000.0,1400000.0,830000.0,110000.0,280000.0,76.3,6.4,2012-05-22
1588,dj hero 2,675480,70920,1562,8,307,0,0,40.54,2230000.0,1620000.0,400000.0,0.0,200000.0,86.7,7.9,2010-10-19
1589,second sight,674340,43260,3646,9,141,0,0,62.86,260000.0,160000.0,80000.0,0.0,20000.0,76.0,8.2,2004-09-21
1590,atelier shallie: alchemists of the dusk sea,673860,80280,499,7,80,0,0,34.78,200000.0,70000.0,30000.0,80000.0,20000.0,76.0,7.7,2015-03-10
1591,sniper elite,673680,116280,3324,8,459,0,0,16.4,410000.0,240000.0,120000.0,0.0,30000.0,75.0,7.6,2005-10-18
1592,metal arms: glitch in the system,671340,167880,1454,12,205,0,0,16.759999999999998,620000.0,380000.0,190000.0,0.0,50000.0,82.0,8.6,2003-11-18
1593,land of the dead: road to fiddler's green,670860,40560,2792,7,171,0,0,74.13,60000.0,50000.0,10000.0,0.0,0.0,32.0,6.5,2005-10-26
1594,just dance 3,668580,22140,2080,6,125,0,0,135.15,12790000.0,7760000.0,3730000.0,0.0,1310000.0,73.0,7.2,2011-10-07
1595,jurassic park: operation genesis,666240,104760,2535,8,399,0,0,24.540000000000006,270000.0,130000.0,100000.0,0.0,30000.0,75.0,8.6,2003-03-25
1596,men of valor,665940,42000,4266,7,85,0,0,86.38,250000.0,190000.0,50000.0,0.0,10000.0,73.0,8.0,2004-10-19
1597,food network: cook or be cooked,665820,23340,2107,4,131,0,0,56.57,440000.0,410000.0,0.0,0.0,30000.0,53.0,6.8,2009-11-03
1598,drill dozer,664800,45960,2808,9,136,0,0,63.86,50000.0,40000.0,10000.0,0.0,0.0,81.0,8.8,2006-02-06
1599,backyard baseball,664020,79680,1493,9,184,0,0,21.950000000000006,620000.0,340000.0,220000.0,0.0,60000.0,74.5,7.6,2004-03-23
1600,fifa soccer 2005,662640,13320,3953,3,42,0,0,118.64,4890000.0,1080000.0,3130000.0,40000.0,630000.0,78.8,8.0,2004-10-12
1601,resistance: fall of man,661200,115260,1414,8,201,0,0,28.94,4370000.0,1740000.0,1720000.0,140000.0,760000.0,86.0,8.1,2006-11-14
1602,the sims: bustin' out,658980,92160,793,7,231,0,0,30.380000000000006,1220000.0,830000.0,340000.0,0.0,50000.0,81.0,8.5,2003-12-15
1603,real heroes: firefighter,658320,2340,2553,1,9,1,0,281.33,640000.0,560000.0,40000.0,0.0,50000.0,67.0,8.3,2009-08-04
1604,mysims kingdom,657540,18420,3861,6,48,1,0,111.28,1520000.0,700000.0,640000.0,10000.0,160000.0,76.0,8.2,2008-10-28
1605,samba de amigo,657360,8460,6040,5,39,1,0,158.56,890000.0,410000.0,370000.0,10000.0,90000.0,68.0,8.2,2008-09-23
1606,monster rancher 3,655140,14400,2795,6,37,0,0,152.07,360000.0,110000.0,90000.0,140000.0,30000.0,77.0,8.5,2001-09-24
1607,death by degrees,653940,9120,7298,4,28,1,0,213.2,100000.0,50000.0,40000.0,0.0,10000.0,51.0,6.4,2005-02-08
1608,the cursed crusade,653640,12900,3616,4,39,1,0,99.16,350000.0,150000.0,150000.0,10000.0,40000.0,46.3,5.0,2011-10-25
1609,onimusha: blade warriors,650820,8400,5261,3,34,1,0,352.28,120000.0,60000.0,50000.0,0.0,20000.0,65.0,6.9,2004-03-24
1610,wanted: weapons of fate,650760,21000,4200,6,103,0,0,117.2,10000.0,0.0,10000.0,0.0,0.0,62.0,7.1,2009-03-24
1611,atelier annie: alchemists of sera island,649860,2220,6040,3,8,1,0,292.73,120000.0,80000.0,0.0,30000.0,10000.0,70.0,6.7,2009-10-27
1612,dungeon siege iii,649740,166980,615,8,510,0,0,11.6,760000.0,380000.0,250000.0,40000.0,90000.0,71.5,6.1,2011-06-21
1613,wwe wrestlemania x8,649080,6720,800,4,20,0,0,244.6,490000.0,380000.0,100000.0,0.0,10000.0,64.0,6.8,2002-06-09
1614,lost dimension,648360,89580,970,10,139,0,0,27.34,180000.0,100000.0,30000.0,20000.0,30000.0,71.5,7.4,2015-07-28
1615,army of two,648120,76620,2414,9,642,0,0,56.97,1640000.0,1090000.0,370000.0,20000.0,160000.0,72.0,7.5,2008-03-07
1616,twisted metal: black,646200,52620,7774,6,602,0,0,32.58,1410000.0,1190000.0,170000.0,0.0,50000.0,91.0,8.4,2001-06-18
1617,killzone,645660,46500,7256,8,673,0,0,48.05,940000.0,790000.0,30000.0,0.0,130000.0,70.0,7.3,2004-11-02
1618,fifa street 2,645180,17340,1352,3,123,1,0,73.72,740000.0,430000.0,230000.0,20000.0,60000.0,57.2,7.1,2006-02-28
1619,lost planet: extreme condition,644940,137940,1167,8,428,0,0,13.8,640000.0,310000.0,170000.0,70000.0,80000.0,67.0,6.9,2008-02-26
1620,spectrobes,644820,25020,4901,5,43,0,0,92.08,750000.0,660000.0,30000.0,0.0,60000.0,63.0,7.8,2007-03-06
1621,the bouncer,643140,70380,1367,8,308,0,0,34.83,990000.0,300000.0,230000.0,380000.0,80000.0,66.0,7.9,2001-03-05
1622,turok: evolution,643080,48480,671,7,157,1,0,57.24,2360000.0,1410000.0,750000.0,0.0,200000.0,67.8,7.2,2002-08-26
1623,dark sector,641760,96600,1328,8,314,0,0,19.69,950000.0,450000.0,360000.0,20000.0,120000.0,72.0,7.4,2008-03-25
1624,record of agarest war,640200,132780,179,7,201,0,0,12.23,200000.0,180000.0,0.0,10000.0,10000.0,71.0,6.2,2010-04-27
1625,twisted metal,638700,61260,1577,8,291,0,0,42.54,340000.0,320000.0,0.0,0.0,30000.0,76.0,7.8,2012-02-14
1626,armored core: nexus,636060,32220,2758,8,67,0,0,64.55000000000001,260000.0,60000.0,50000.0,140000.0,20000.0,73.0,8.8,2004-09-28
1627,nfl street 2,635940,52260,2392,7,219,0,0,42.78,2090000.0,1150000.0,730000.0,0.0,230000.0,77.5,7.7,2004-12-22
1628,suikoden iv,635700,123600,104,8,118,0,0,15.51,660000.0,170000.0,130000.0,300000.0,50000.0,63.0,7.5,2005-01-11
1629,resistance 3,632580,52740,1310,6,107,0,0,46.59,1490000.0,640000.0,570000.0,50000.0,220000.0,83.0,7.8,2011-09-06
1630,majin and the forsaken kingdom,631500,13380,1020,3,19,0,0,113.63,480000.0,230000.0,170000.0,10000.0,60000.0,73.0,8.0,2010-11-23
1631,broken sword: the sleeping dragon,626580,96720,411,8,177,0,0,24.63,20000.0,10000.0,0.0,0.0,0.0,77.0,8.3,2003-12-08
1632,dj hero,626100,60720,1785,6,260,0,0,33.25,3090000.0,1580000.0,980000.0,0.0,540000.0,86.0,7.3,2009-10-27
1633,the persistence,625860,92220,2028,11,417,0,0,13.53,40000.0,0.0,30000.0,0.0,10000.0,78.0,8.0,2018-07-24
1634,world in conflict,624480,86400,6553,9,288,0,0,19.41,30000.0,0.0,30000.0,0.0,0.0,89.0,8.1,2007-09-18
1635,the silver case,621960,75120,630,7,243,0,0,26.64,70000.0,50000.0,0.0,10000.0,10000.0,64.0,8.1,2017-04-18
1636,the 3rd birthday,621120,135660,488,9,301,0,0,18.52,520000.0,130000.0,70000.0,270000.0,50000.0,71.0,6.1,2011-03-29
1637,mega man zero collection,610560,129900,795,9,180,0,0,22.49,310000.0,170000.0,10000.0,110000.0,20000.0,78.0,9.0,2010-06-08
1638,darkstone,609240,37740,494,6,115,0,0,51.06,660000.0,370000.0,250000.0,0.0,40000.0,58.0,7.6,2001-01-28
1639,trivial pursuit,606960,30780,1863,6,189,0,0,95.46999999999998,1220000.0,440000.0,620000.0,0.0,150000.0,66.3,6.4,2009-03-10
1640,ninja gaiden: dragon sword,605820,1620,1277,1,5,1,0,373.96,210000.0,160000.0,10000.0,20000.0,20000.0,83.0,7.8,2008-03-25
1641,mark mcmorris infinite air,602820,112260,3719,11,316,1,0,8.33,120000.0,100000.0,0.0,0.0,20000.0,61.0,7.4,2016-10-25
1642,dirt,602100,64140,3430,8,326,0,0,26.910000000000004,1940000.0,540000.0,1080000.0,0.0,320000.0,83.3,7.6,2007-09-11
1643,lapis x labyrinth,601140,40920,1444,8,163,1,0,14.69,20000.0,0.0,0.0,20000.0,0.0,71.0,5.4,2018-11-29
1644,digimon digital card battle,598320,121320,376,13,205,0,0,15.32,110000.0,60000.0,40000.0,0.0,10000.0,51.0,8.8,2001-06-28
1645,james cameron's avatar: the game,597900,38460,1630,7,157,0,0,53.24,3440000.0,1380000.0,1570000.0,0.0,480000.0,58.5,5.4,2009-12-01
1646,secret files: tunguska,597780,63420,861,8,109,0,0,35.8,150000.0,80000.0,60000.0,0.0,0.0,67.3,7.6,2010-03-30
1647,stubbs the zombie in rebel without a pulse,597720,83340,824,10,239,0,0,36.12000000000001,110000.0,80000.0,20000.0,0.0,0.0,75.0,8.5,2005-10-18
1648,curious george,597060,22860,2932,9,77,0,0,101.13,120000.0,60000.0,50000.0,0.0,20000.0,53.0,7.7,2006-02-01
1649,silhouette mirage,596460,15660,3845,5,54,0,0,92.82,50000.0,30000.0,20000.0,0.0,0.0,69.0,6.8,1999-12-31
1650,the bible game,594060,6120,5261,3,44,0,0,291.94000000000005,250000.0,130000.0,90000.0,0.0,30000.0,66.0,4.1,2005-10-23
1651,disney art academy,594000,1680,2486,2,7,1,0,805.55,200000.0,40000.0,60000.0,100000.0,10000.0,72.0,7.1,2016-05-13
1652,cory in the house,593340,39240,2175,7,147,0,0,58.48,110000.0,100000.0,0.0,0.0,10000.0,53.0,9.5,2008-04-15
1653,winning eleven: pro evolution soccer 2007,584220,38520,5929,7,159,0,0,60.41,5520000.0,200000.0,3110000.0,1340000.0,880000.0,77.2,7.9,2007-02-06
1654,amazing island,583620,21720,2593,3,84,0,0,78.02,60000.0,40000.0,10000.0,0.0,0.0,59.0,6.4,2004-08-25
1655,the dog island,582240,27240,3679,4,61,0,0,111.52,650000.0,470000.0,110000.0,0.0,60000.0,65.5,7.8,2008-05-06
1656,ridge racer unbounded,580500,7500,5177,2,32,1,0,77.4,110000.0,50000.0,50000.0,0.0,10000.0,71.0,7.6,2012-03-27
1657,auto modellista,579000,8040,5225,2,38,1,0,169.58,390000.0,190000.0,150000.0,0.0,50000.0,66.0,7.4,2003-03-25
1658,blazblue: calamity trigger,578760,101460,2196,10,451,0,0,23.67,940000.0,570000.0,190000.0,100000.0,90000.0,76.3,8.5,2009-06-30
1659,the king of fighters 2006,578040,2640,4751,2,13,1,0,479.75,80000.0,10000.0,10000.0,50000.0,0.0,66.0,8.5,2006-09-19
1660,prison break: the conspiracy,577080,22920,3701,5,90,0,0,75.06,460000.0,120000.0,270000.0,0.0,70000.0,41.0,4.2,2010-03-30
1661,nba 2k11,576660,18060,4016,4,74,0,0,93.63,5040000.0,4310000.0,340000.0,40000.0,360000.0,82.8,7.7,2010-10-05
1662,kirby and the rainbow curse,574140,51780,2063,7,188,0,0,56.25,580000.0,260000.0,140000.0,130000.0,40000.0,73.0,8.0,2015-02-20
1663,criminal girls 2: party favors,571620,9960,576,2,16,0,0,121.63,90000.0,30000.0,10000.0,30000.0,10000.0,67.0,8.1,2016-10-11
1664,crash of the titans,570720,67200,1874,8,256,0,0,37.23,2300000.0,1670000.0,320000.0,0.0,300000.0,71.6,6.5,2007-10-02
1665,deathsmiles,568260,132540,760,13,452,0,0,16.48,280000.0,150000.0,60000.0,50000.0,20000.0,76.0,8.4,2010-06-29
1666,advent rising,566940,43860,1642,6,156,0,0,47.52,130000.0,100000.0,30000.0,0.0,0.0,68.0,7.5,2005-05-31
1667,syndicate,565140,124140,1214,10,539,0,0,17.410000000000004,390000.0,170000.0,170000.0,0.0,50000.0,72.7,6.5,2012-02-21
1668,dino crisis 3,564960,20460,2345,4,40,0,0,127.91,140000.0,80000.0,30000.0,30000.0,0.0,51.0,3.5,2003-09-16
1669,avatar: the last airbender,563940,45000,1669,7,142,0,0,50.35000000000001,1220000.0,1020000.0,130000.0,0.0,60000.0,59.2,6.4,2006-10-10
1670,baroque,563880,25860,1922,4,46,0,0,42.03,80000.0,70000.0,0.0,0.0,10000.0,50.0,8.3,2008-04-08
1671,cursed mountain,563640,18000,1525,5,54,0,0,127.96999999999998,210000.0,90000.0,100000.0,0.0,20000.0,67.0,7.5,2009-08-25
1672,dragon ball z: buu's fury,563460,112560,939,14,243,0,0,20.42,610000.0,440000.0,160000.0,0.0,10000.0,62.0,8.5,2004-09-14
1673,teenage mutant ninja turtles: arcade attack,560400,10980,9005,3,63,1,0,201.06,130000.0,120000.0,0.0,0.0,10000.0,36.0,5.8,2009-11-10
1674,ty the tasmanian tiger 2: bush rescue,559800,174240,380,11,509,0,0,13.47,970000.0,580000.0,290000.0,0.0,80000.0,68.2,8.0,2004-10-12
1675,juiced 2: hot import nights,559620,38160,842,7,124,0,0,40.26000000000001,1650000.0,650000.0,740000.0,20000.0,250000.0,67.8,6.7,2007-09-17
1676,fifa street 3,557880,600,4987,1,6,1,0,929.8,320000.0,80000.0,180000.0,0.0,60000.0,63.0,6.8,2008-02-18
1677,knights of honor,557340,63540,1205,8,177,0,0,31.25,30000.0,0.0,30000.0,0.0,0.0,77.0,8.8,2005-06-06
1678,arc rise fantasia,557220,42360,576,7,46,0,0,35.74,190000.0,120000.0,0.0,60000.0,10000.0,64.0,8.0,2010-07-20
1679,x-men: mutant academy 2,552780,1020,9217,1,6,1,0,541.94,720000.0,400000.0,270000.0,0.0,50000.0,72.0,8.3,2001-09-17
1680,the polar express,552120,18120,1762,6,54,0,0,90.04,340000.0,190000.0,110000.0,0.0,30000.0,39.5,5.1,2004-11-02
1681,v-rally 4,549060,115380,2624,10,353,0,0,8.4,20000.0,20000.0,0.0,0.0,0.0,62.5,5.9,2018-09-11
1682,graffiti kingdom,548280,13380,1025,2,32,0,0,76.87,30000.0,10000.0,10000.0,0.0,0.0,71.0,7.1,2005-07-28
1683,lego star wars ii: the original trilogy,548100,166680,815,10,334,0,0,9.99,7320000.0,5080000.0,1530000.0,10000.0,690000.0,75.6,7.8,2006-09-12
1684,ultimate fighting championship,544800,6780,3960,6,46,0,0,262.49,250000.0,140000.0,90000.0,0.0,20000.0,53.0,7.2,2000-11-13
1685,cooking mama 2: dinner with friends,542340,7260,2187,3,35,0,0,115.16,3580000.0,1600000.0,1490000.0,100000.0,390000.0,70.0,8.0,2007-11-13
1686,metal gear solid: snake eater 3d,540600,16560,2838,4,44,0,0,176.26000000000005,30000.0,30000.0,0.0,0.0,0.0,78.0,7.9,2012-02-21
1687,x-men: next dimension,540060,1560,9111,1,7,1,0,346.19,600000.0,330000.0,210000.0,0.0,60000.0,62.0,8.2,2002-10-15
1688,gotcha force,536280,95460,3824,7,225,0,0,17.88,30000.0,10000.0,0.0,10000.0,0.0,56.0,8.5,2003-12-03
1689,maximo vs army of zin,536220,5400,2686,1,17,1,0,99.3,210000.0,100000.0,80000.0,0.0,30000.0,83.0,8.0,2004-01-20
1690,exist archive: the other side of the sky,534300,80580,1146,8,164,0,0,27.31,60000.0,20000.0,0.0,30000.0,0.0,69.0,7.0,2016-10-18
1691,ice age 2: the meltdown,532620,36960,3378,9,131,0,0,51.95,470000.0,250000.0,160000.0,0.0,60000.0,67.0,7.9,2006-03-14
1692,tales of hearts r,530520,75900,505,7,53,0,0,26.09,380000.0,110000.0,120000.0,90000.0,70000.0,76.0,8.1,2014-11-11
1693,blood bowl,528660,80160,1901,7,177,0,0,26.76,60000.0,40000.0,20000.0,0.0,10000.0,72.0,6.5,2010-01-26
1694,madden nfl 06,528420,23460,598,11,45,0,0,77.39999999999998,3140000.0,2840000.0,140000.0,10000.0,140000.0,78.0,6.5,2005-08-08
1695,superbeat: xonic,527520,165840,545,14,632,0,0,17.89,30000.0,30000.0,0.0,0.0,0.0,74.0,7.6,2017-11-21
1696,batman: arkham origins blackgate,523320,93120,695,9,299,0,0,21.29,750000.0,320000.0,300000.0,0.0,130000.0,64.5,6.8,2013-10-25
1697,ark park,521580,21660,5250,4,161,0,0,24.08,50000.0,40000.0,0.0,0.0,10000.0,46.0,4.3,2018-10-30
1698,dead to rights,521160,38520,1094,7,128,0,0,77.66,1500000.0,780000.0,550000.0,0.0,170000.0,75.0,8.5,2002-11-18
1699,dirt 2,520800,129720,1483,9,439,0,0,17.810000000000006,2480000.0,780000.0,1300000.0,0.0,400000.0,70.0,6.8,2009-09-08
1700,bus driver,520140,49320,2366,8,277,0,0,44.57,10000.0,0.0,10000.0,0.0,0.0,61.0,7.1,2008-05-30
1701,nancy drew: the white wolf of icicle creek,516720,77220,499,8,179,0,0,29.92,150000.0,140000.0,0.0,0.0,10000.0,67.0,8.2,2008-12-02
